"","Flesch_Kincaid_Reading_Ease_Level_mean","Flesch_Kincaid_Reading_Ease_Level_max","Flesch_Kincaid_Reading_Ease_Level_min","Gunning_Fog_Index_mean","Gunning_Fog_Index_max","Gunning_Fog_Index_min","Coleman_Liau_Index_mean","Coleman_Liau_Index_max","Coleman_Liau_Index_min","SMOG_Index_mean","SMOG_Index_max","SMOG_Index_min","Automated_Readability_Index_mean","Automated_Readability_Index_max","Automated_Readability_Index_min","Average_Grade_Level_mean","Average_Grade_Level_max","Average_Grade_Level_min","Flesch_Kincaid_Reading_Ease_Score_mean","Flesch_Kincaid_Reading_Ease_Score_max","Flesch_Kincaid_Reading_Ease_Score_min","Spache_Score_mean","Spache_Score_max","Spache_Score_min","New_Dale_Chall_Score_mean","New_Dale_Chall_Score_max","New_Dale_Chall_Score_min","Reading_Time_mean","Reading_Time_max","Reading_Time_min","Speaking_Time_mean","Speaking_Time_max","Speaking_Time_min","total_score_mean","total_score_max","total_score_min"
"1",13.5,17.3,9,17.25,21.6,13.6,16.5,19.1,13.4,15.95,18.9,12.2,14.4,17.6,10.3,15.4,18.4,12,29.8,51,6.4,5.5,6.3,4.7,8.95,10.3,7.4,70.5,235,38,127.5,424,69,8,11,6
