"","Flesch_Kincaid_Reading_Ease_Level_mean","Flesch_Kincaid_Reading_Ease_Level_max","Flesch_Kincaid_Reading_Ease_Level_min","Gunning_Fog_Index_mean","Gunning_Fog_Index_max","Gunning_Fog_Index_min","Coleman_Liau_Index_mean","Coleman_Liau_Index_max","Coleman_Liau_Index_min","SMOG_Index_mean","SMOG_Index_max","SMOG_Index_min","Automated_Readability_Index_mean","Automated_Readability_Index_max","Automated_Readability_Index_min","Average_Grade_Level_mean","Average_Grade_Level_max","Average_Grade_Level_min","Flesch_Kincaid_Reading_Ease_Score_mean","Flesch_Kincaid_Reading_Ease_Score_max","Flesch_Kincaid_Reading_Ease_Score_min","Spache_Score_mean","Spache_Score_max","Spache_Score_min","New_Dale_Chall_Score_mean","New_Dale_Chall_Score_max","New_Dale_Chall_Score_min","Reading_Time_mean","Reading_Time_max","Reading_Time_min","Speaking_Time_mean","Speaking_Time_max","Speaking_Time_min","total_score_mean","total_score_max","total_score_min"
"1",14.15,21.7,7.7,17.65,25.6,13.2,17.2,21,10.2,15.85,21.6,12.3,14.8,24.2,9.8,16,22.4,11.1,23.35,66.2,-8.8,5.65,7.9,3.7,9,10.4,7.2,64.5,384,11,119,632,20,7,10,4
