"","Flesch_Kincaid_Reading_Ease_Level_mean","Flesch_Kincaid_Reading_Ease_Level_max","Flesch_Kincaid_Reading_Ease_Level_min","Gunning_Fog_Index_mean","Gunning_Fog_Index_max","Gunning_Fog_Index_min","Coleman_Liau_Index_mean","Coleman_Liau_Index_max","Coleman_Liau_Index_min","SMOG_Index_mean","SMOG_Index_max","SMOG_Index_min","Automated_Readability_Index_mean","Automated_Readability_Index_max","Automated_Readability_Index_min","Average_Grade_Level_mean","Average_Grade_Level_max","Average_Grade_Level_min","Flesch_Kincaid_Reading_Ease_Score_mean","Flesch_Kincaid_Reading_Ease_Score_max","Flesch_Kincaid_Reading_Ease_Score_min","Spache_Score_mean","Spache_Score_max","Spache_Score_min","New_Dale_Chall_Score_mean","New_Dale_Chall_Score_max","New_Dale_Chall_Score_min","Reading_Time_mean","Reading_Time_max","Reading_Time_min","Speaking_Time_mean","Speaking_Time_max","Speaking_Time_min","total_score_mean","total_score_max","total_score_min"
"1",14.15,18.3,9.6,18.05,22.7,14.2,16.3,19,12.1,16.3,19.5,13.9,14.65,18.7,10.6,15.7,19.3,13,28.8,55.4,3.6,5.75,7.3,4.8,9.1,11,7.8,67,108,11,120.5,194,34,6,8,2
